run,type,module,name,attrname,attrvalue,value
General-2-20190312-21:26:25-12926,param,,,*.rsu[1].appl.replicationFactor,1,
General-2-20190312-21:26:25-12926,param,,,*.rsu[1].appl.reputationOn,false,
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.manager,roiArea,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[0].appl,generatedWSMs,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[0].appl,receivedWSMs,,,24417
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[0].appl,generatedBSMs,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[0].appl,receivedBSMs,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[0].appl,generatedWSAs,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[0].appl,receivedWSAs,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[0].nic.phy80211p,busyTime,,,0.0012314660869559
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[0].nic.mac1609_4,ReceivedUnicastPackets,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[0].nic.mac1609_4,ReceivedBroadcasts,,,24417
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[0].nic.mac1609_4,SentPackets,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[0].nic.mac1609_4,SentAcknowledgements,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[0].nic.mac1609_4,SNIRLostPackets,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[0].nic.mac1609_4,RXTXLostPackets,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[0].nic.mac1609_4,TotalLostPackets,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[0].nic.mac1609_4,DroppedPacketsInMac,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[0].nic.mac1609_4,TooLittleTime,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[0].nic.mac1609_4,TimesIntoBackoff,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[0].nic.mac1609_4,SlotsBackoff,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[0].nic.mac1609_4,NumInternalContention,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[0].nic.mac1609_4,totalBusyTime,,,5.664744
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[1].appl,Micro-cloud : 0 work finished,,,1200
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[1].appl,Micro-cloud : 1 work finished,,,6150
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[1].appl,Micro-cloud : 2 work finished,,,750
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[1].appl,Micro-cloud : 3 work finished,,,32100
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[1].appl,Micro-cloud : 4 work finished,,,18900
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[1].appl,Micro-cloud : 5 work finished,,,6700
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[1].appl,Micro-cloud : 6 work finished,,,14700
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[1].appl,Micro-cloud : 7 work finished,,,28300
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[1].appl,Micro-cloud : 8 work finished,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[1].appl,Load Balancer : 2 work finished,,,108800
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[1].appl,Load Balancer : 2 sequential task,,,2176
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[1].nic.phy80211p,busyTime,,,0.00098968173913025
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[1].nic.mac1609_4,ReceivedUnicastPackets,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[1].nic.mac1609_4,ReceivedBroadcasts,,,19623
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[1].nic.mac1609_4,SentPackets,,,4794
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[1].nic.mac1609_4,SentAcknowledgements,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[1].nic.mac1609_4,SNIRLostPackets,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[1].nic.mac1609_4,RXTXLostPackets,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[1].nic.mac1609_4,TotalLostPackets,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[1].nic.mac1609_4,DroppedPacketsInMac,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[1].nic.mac1609_4,TooLittleTime,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[1].nic.mac1609_4,TimesIntoBackoff,,,4794
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[1].nic.mac1609_4,SlotsBackoff,,,7082
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[1].nic.mac1609_4,NumInternalContention,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[1].nic.mac1609_4,totalBusyTime,,,5.669538
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[2].appl,Micro-cloud :0 failed,,,2985
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[2].nic.phy80211p,busyTime,,,0.0011799721739125
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[2].nic.mac1609_4,ReceivedUnicastPackets,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[2].nic.mac1609_4,ReceivedBroadcasts,,,23396
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[2].nic.mac1609_4,SentPackets,,,1021
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[2].nic.mac1609_4,SentAcknowledgements,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[2].nic.mac1609_4,SNIRLostPackets,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[2].nic.mac1609_4,RXTXLostPackets,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[2].nic.mac1609_4,TotalLostPackets,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[2].nic.mac1609_4,DroppedPacketsInMac,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[2].nic.mac1609_4,TooLittleTime,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[2].nic.mac1609_4,TimesIntoBackoff,,,1021
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[2].nic.mac1609_4,SlotsBackoff,,,1574
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[2].nic.mac1609_4,NumInternalContention,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[2].nic.mac1609_4,totalBusyTime,,,5.665765
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[3].appl,Micro-cloud :1 failed,,,2295
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[3].nic.phy80211p,busyTime,,,0.0011382626086952
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[3].nic.mac1609_4,ReceivedUnicastPackets,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[3].nic.mac1609_4,ReceivedBroadcasts,,,22569
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[3].nic.mac1609_4,SentPackets,,,1848
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[3].nic.mac1609_4,SentAcknowledgements,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[3].nic.mac1609_4,SNIRLostPackets,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[3].nic.mac1609_4,RXTXLostPackets,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[3].nic.mac1609_4,TotalLostPackets,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[3].nic.mac1609_4,DroppedPacketsInMac,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[3].nic.mac1609_4,TooLittleTime,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[3].nic.mac1609_4,TimesIntoBackoff,,,1848
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[3].nic.mac1609_4,SlotsBackoff,,,2732
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[3].nic.mac1609_4,NumInternalContention,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[3].nic.mac1609_4,totalBusyTime,,,5.666592
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[4].appl,Micro-cloud :2 failed,,,3640
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[4].nic.phy80211p,busyTime,,,0.0012196643478255
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[4].nic.mac1609_4,ReceivedUnicastPackets,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[4].nic.mac1609_4,ReceivedBroadcasts,,,24183
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[4].nic.mac1609_4,SentPackets,,,234
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[4].nic.mac1609_4,SentAcknowledgements,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[4].nic.mac1609_4,SNIRLostPackets,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[4].nic.mac1609_4,RXTXLostPackets,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[4].nic.mac1609_4,TotalLostPackets,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[4].nic.mac1609_4,DroppedPacketsInMac,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[4].nic.mac1609_4,TooLittleTime,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[4].nic.mac1609_4,TimesIntoBackoff,,,234
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[4].nic.mac1609_4,SlotsBackoff,,,324
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[4].nic.mac1609_4,NumInternalContention,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[4].nic.mac1609_4,totalBusyTime,,,5.664978
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[5].appl,Micro-cloud :3 failed,,,595
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[5].nic.phy80211p,busyTime,,,0.0010352747826084
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[5].nic.mac1609_4,ReceivedUnicastPackets,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[5].nic.mac1609_4,ReceivedBroadcasts,,,20527
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[5].nic.mac1609_4,SentPackets,,,3890
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[5].nic.mac1609_4,SentAcknowledgements,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[5].nic.mac1609_4,SNIRLostPackets,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[5].nic.mac1609_4,RXTXLostPackets,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[5].nic.mac1609_4,TotalLostPackets,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[5].nic.mac1609_4,DroppedPacketsInMac,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[5].nic.mac1609_4,TooLittleTime,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[5].nic.mac1609_4,TimesIntoBackoff,,,3890
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[5].nic.mac1609_4,SlotsBackoff,,,5886
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[5].nic.mac1609_4,NumInternalContention,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[5].nic.mac1609_4,totalBusyTime,,,5.668634
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[6].appl,Micro-cloud :4 failed,,,915
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[6].nic.phy80211p,busyTime,,,0.001054793043478
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[6].nic.mac1609_4,ReceivedUnicastPackets,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[6].nic.mac1609_4,ReceivedBroadcasts,,,20914
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[6].nic.mac1609_4,SentPackets,,,3503
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[6].nic.mac1609_4,SentAcknowledgements,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[6].nic.mac1609_4,SNIRLostPackets,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[6].nic.mac1609_4,RXTXLostPackets,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[6].nic.mac1609_4,TotalLostPackets,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[6].nic.mac1609_4,DroppedPacketsInMac,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[6].nic.mac1609_4,TooLittleTime,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[6].nic.mac1609_4,TimesIntoBackoff,,,3503
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[6].nic.mac1609_4,SlotsBackoff,,,5181
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[6].nic.mac1609_4,NumInternalContention,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[6].nic.mac1609_4,totalBusyTime,,,5.668247
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[7].appl,Micro-cloud :5 failed,,,2235
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[7].nic.phy80211p,busyTime,,,0.0011347321739126
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[7].nic.mac1609_4,ReceivedUnicastPackets,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[7].nic.mac1609_4,ReceivedBroadcasts,,,22499
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[7].nic.mac1609_4,SentPackets,,,1918
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[7].nic.mac1609_4,SentAcknowledgements,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[7].nic.mac1609_4,SNIRLostPackets,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[7].nic.mac1609_4,RXTXLostPackets,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[7].nic.mac1609_4,TotalLostPackets,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[7].nic.mac1609_4,DroppedPacketsInMac,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[7].nic.mac1609_4,TooLittleTime,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[7].nic.mac1609_4,TimesIntoBackoff,,,1918
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[7].nic.mac1609_4,SlotsBackoff,,,2942
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[7].nic.mac1609_4,NumInternalContention,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[7].nic.mac1609_4,totalBusyTime,,,5.666662
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[8].appl,Micro-cloud :6 failed,,,1235
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[8].nic.phy80211p,busyTime,,,0.0010741599999997
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[8].nic.mac1609_4,ReceivedUnicastPackets,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[8].nic.mac1609_4,ReceivedBroadcasts,,,21298
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[8].nic.mac1609_4,SentPackets,,,3119
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[8].nic.mac1609_4,SentAcknowledgements,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[8].nic.mac1609_4,SNIRLostPackets,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[8].nic.mac1609_4,RXTXLostPackets,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[8].nic.mac1609_4,TotalLostPackets,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[8].nic.mac1609_4,DroppedPacketsInMac,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[8].nic.mac1609_4,TooLittleTime,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[8].nic.mac1609_4,TimesIntoBackoff,,,3119
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[8].nic.mac1609_4,SlotsBackoff,,,4660
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[8].nic.mac1609_4,NumInternalContention,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[8].nic.mac1609_4,totalBusyTime,,,5.667863
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[9].appl,Micro-cloud :7 failed,,,425
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[9].nic.phy80211p,busyTime,,,0.0010251878260867
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[9].nic.mac1609_4,ReceivedUnicastPackets,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[9].nic.mac1609_4,ReceivedBroadcasts,,,20327
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[9].nic.mac1609_4,SentPackets,,,4090
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[9].nic.mac1609_4,SentAcknowledgements,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[9].nic.mac1609_4,SNIRLostPackets,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[9].nic.mac1609_4,RXTXLostPackets,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[9].nic.mac1609_4,TotalLostPackets,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[9].nic.mac1609_4,DroppedPacketsInMac,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[9].nic.mac1609_4,TooLittleTime,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[9].nic.mac1609_4,TimesIntoBackoff,,,4090
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[9].nic.mac1609_4,SlotsBackoff,,,6124
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[9].nic.mac1609_4,NumInternalContention,,,0
General-1-20190312-21:26:15-12926,scalar,MCPasubioScenario.rsu[9].nic.mac1609_4,totalBusyTime,,,5.668834
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.manager,roiArea,,,0
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[0].appl,generatedWSMs,,,0
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[0].appl,receivedWSMs,,,20171
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[0].appl,generatedBSMs,,,0
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[0].appl,receivedBSMs,,,0
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[0].appl,generatedWSAs,,,0
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[0].appl,receivedWSAs,,,0
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[0].nic.phy80211p,busyTime,,,0.0010173199999998
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[0].nic.mac1609_4,ReceivedUnicastPackets,,,0
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[0].nic.mac1609_4,ReceivedBroadcasts,,,20171
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[0].nic.mac1609_4,SentPackets,,,0
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[0].nic.mac1609_4,SentAcknowledgements,,,0
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[0].nic.mac1609_4,SNIRLostPackets,,,0
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[0].nic.mac1609_4,RXTXLostPackets,,,0
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[0].nic.mac1609_4,TotalLostPackets,,,0
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[0].nic.mac1609_4,DroppedPacketsInMac,,,0
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[0].nic.mac1609_4,TooLittleTime,,,0
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[0].nic.mac1609_4,TimesIntoBackoff,,,0
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[0].nic.mac1609_4,SlotsBackoff,,,0
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[0].nic.mac1609_4,NumInternalContention,,,0
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[0].nic.mac1609_4,totalBusyTime,,,4.679672
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[1].appl,Micro-cloud : 0 work finished,,,150
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[1].appl,Micro-cloud : 1 work finished,,,4350
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[1].appl,Micro-cloud : 2 work finished,,,450
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[1].appl,Micro-cloud : 3 work finished,,,31750
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[1].appl,Micro-cloud : 4 work finished,,,16950
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[1].appl,Micro-cloud : 5 work finished,,,4900
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[1].appl,Micro-cloud : 6 work finished,,,13350
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[1].appl,Micro-cloud : 7 work finished,,,27400
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[1].appl,Micro-cloud : 8 work finished,,,0
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[1].appl,Load Balancer : 2 work finished,,,99300
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[1].appl,Load Balancer : 2 sequential task,,,1986
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[1].nic.phy80211p,busyTime,,,0.00080110608695655
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[1].nic.mac1609_4,ReceivedUnicastPackets,,,0
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[1].nic.mac1609_4,ReceivedBroadcasts,,,15884
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[1].nic.mac1609_4,SentPackets,,,4287
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[1].nic.mac1609_4,SentAcknowledgements,,,0
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[1].nic.mac1609_4,SNIRLostPackets,,,0
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[1].nic.mac1609_4,RXTXLostPackets,,,0
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[1].nic.mac1609_4,TotalLostPackets,,,0
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[1].nic.mac1609_4,DroppedPacketsInMac,,,0
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[1].nic.mac1609_4,TooLittleTime,,,0
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[1].nic.mac1609_4,TimesIntoBackoff,,,4287
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[1].nic.mac1609_4,SlotsBackoff,,,6461
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[1].nic.mac1609_4,NumInternalContention,,,0
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[1].nic.mac1609_4,totalBusyTime,,,4.683959
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[2].appl,Micro-cloud :0 failed,,,3600
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[2].nic.phy80211p,busyTime,,,0.0010031982608694
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[2].nic.mac1609_4,ReceivedUnicastPackets,,,0
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[2].nic.mac1609_4,ReceivedBroadcasts,,,19891
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[2].nic.mac1609_4,SentPackets,,,280
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[2].nic.mac1609_4,SentAcknowledgements,,,0
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[2].nic.mac1609_4,SNIRLostPackets,,,0
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[2].nic.mac1609_4,RXTXLostPackets,,,0
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[2].nic.mac1609_4,TotalLostPackets,,,0
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[2].nic.mac1609_4,DroppedPacketsInMac,,,0
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[2].nic.mac1609_4,TooLittleTime,,,0
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[2].nic.mac1609_4,TimesIntoBackoff,,,280
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[2].nic.mac1609_4,SlotsBackoff,,,433
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[2].nic.mac1609_4,NumInternalContention,,,0
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[2].nic.mac1609_4,totalBusyTime,,,4.679952
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[3].appl,Micro-cloud :1 failed,,,2840
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[3].nic.phy80211p,busyTime,,,0.00095694956521726
General-2-20190312-21:26:25-12926,scalar,MCPasubioScenario.rsu[3].nic.mac1609_4,ReceivedUnicastPackets,,,0
